Tabela 05 - Destino dos impostos sobre produtos nacionais - 2015,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78
22001,Artigos de borracha,2520,0,0,0,2,3,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,88,0,14,1,0,0,1,4,53,444,0,100,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,787,0,0,0,1733,0,0,1733,2520
22002,Artigos de plástico,6085,88,34,7,19,3,0,0,87,4,321,99,0,6,5,8,15,25,24,2,2,36,18,74,12,253,55,4,0,33,22,38,18,34,30,6,85,13,13,22,1909,744,7,0,2,12,1,78,0,0,0,0,7,12,143,0,0,0,90,0,9,11,0,27,73,0,15,0,4655,0,0,0,1430,0,0,1430,6085
23001,Cimento,1628,8,19,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,20,4,1281,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,1628
23002,"Artefatos de cimento, gesso e semelhantes",3503,13,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,20,3272,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,3,1,0,0,0,0,24,0,3503,0,0,0,0,0,0,0,3503
23003,"Vidros, cerâmicos e outros produtos de minerais não metálicos",5097,157,108,4,4,1,0,0,0,2,54,51,0,0,0,0,0,4,0,0,0,8,2,12,2,9,96,6,0,4,0,8,6,52,2,6,19,8,8,2,3589,27,0,0,0,0,13,52,0,0,0,0,0,118,0,0,0,0,18,0,14,9,0,8,19,0,9,0,4511,0,0,0,586,0,0,586,5097
24911,Ferro gusa e ferroligas,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,35
24912,"Semi acabados, laminados planos, longos e tubos de aço",3097,15,31,2,3,57,0,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,18,20,156,2,428,2,68,184,136,146,32,30,29,9,3,1605,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,4,1,0,0,0,0,0,0,3056,0,0,0,41,0,0,41,3097
24921,Produtos da metalurgia de metais não ferrosos,1373,0,0,0,0,0,0,0,8,0,25,0,0,0,0,0,0,6,33,0,0,0,2,0,0,4,3,36,229,103,2,145,24,8,56,22,80,9,0,4,546,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1353,0,0,0,20,0,0,20,1373
24922,Peças fundidas de aço e de metais não ferrosos,215,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,22,18,0,41,0,0,29,0,0,56,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,215
25001,"Produtos de metal, exclusive máquinas e equipamentos",8172,50,82,8,3,112,29,14,84,0,79,132,0,1,2,1,17,0,0,10,0,10,24,37,2,0,5,84,2,301,24,62,146,73,56,79,40,102,173,24,3311,179,4,0,0,0,8,93,0,1,1,1,0,58,0,0,0,0,28,9,48,14,0,10,0,0,10,0,5643,66,0,0,2346,117,0,2529,8172
26001,Componentes eletrônicos,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,56,4,0,0,2,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,1,3,0,98,0,0,0,0,0,0,0,98
26002,Máquinas para escritório e equipamentos de informática,3757,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,3,1,1,0,5,0,0,0,2,0,0,0,13,0,226,36,0,32,30,12,6,38,4,14,19,13,3,9,0,14,0,549,0,0,0,2572,636,0,3208,3757
26003,Material eletrônico e equipamentos de comunicações,9417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,155,22,0,0,0,0,0,5,11,0,213,0,0,0,8886,318,0,9204,9417
26004,"Equipamentos de medida, teste e controle, ópticos e eletromédicos",887,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,3,5,0,0,81,5,0,0,0,2,0,0,0,9,0,3,0,0,0,145,1,0,0,0,7,0,0,4,0,0,4,0,350,0,0,0,291,246,0,537,887
27001,"Máquinas, aparelhos e materiais elétricos",3833,7,12,2,1,9,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,44,177,58,22,20,6,10,74,353,9,1268,161,137,1,0,8,2,2,1,6,40,4,11,54,157,8,7,7,74,0,6,3,0,0,1,12,100,0,2885,0,0,0,506,442,0,948,3833
27002,Eletrodomésticos,6112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,0,66,0,0,0,5982,64,0,6046,6112
28001,Tratores e outras máquinas agrícolas,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,17,1363,0,1380,1435
28002,Máquinas para a extração mineral e a construção,349,0,0,0,4,56,37,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,169,0,169,349
28003,Outras máquinas e equipamentos mecânicos,4432,1,3,0,1,83,79,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,8,237,36,0,12,0,144,0,2,764,64,0,4,0,8,0,0,0,0,2,0,0,0,0,0,0,0,231,0,5,1,0,7,0,1,0,0,1724,0,0,0,1535,1173,0,2708,4432
29911,"Automóveis, camionetas e utilitários",20267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,17467,2734,0,20201,20267
29912,"Caminhões e ônibus, inclusive cabines, carrocerias e reboques",1348,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,94,2,0,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,244,964,0,1208,1348
29921,Peças e acessórios para veículos automotores,3920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,342,0,0,0,0,0,0,1064,1017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,0,82,20,0,8,0,0,0,0,3920,0,0,0,0,0,0,0,3920
30001,"Aeronaves, embarcações e outros equipamentos de transporte",4655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,2,0,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,29,0,455,0,0,0,3878,322,0,4200,4655
31801,Móveis,7580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,88,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,2,4,3,0,0,129,0,0,0,6168,1283,0,7451,7580
31802,Produtos de industrias diversas,8018,0,0,1,0,2,1,0,0,0,0,0,0,0,84,10,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,10,6,0,0,16,3,4,2,175,29,11,7,1,7,0,1,1,4,0,20,55,31,58,89,66,109,41,4,67,50,6,118,2212,38,20,0,3367,0,0,0,4545,106,0,4651,8018
33001,"Manutenção, reparação e instalação de máquinas e equipamentos",4223,4,2,6,44,210,64,46,60,30,30,22,0,8,14,10,30,144,70,32,40,58,32,8,36,28,158,445,106,42,4,26,70,10,32,52,40,52,98,58,128,290,76,111,54,174,0,14,34,10,28,50,22,6,50,12,6,54,48,12,84,8,0,66,26,30,26,0,3640,0,0,0,32,551,0,583,4223
35001,"Eletricidade, gás e outras utilidades",46621,755,857,32,33,10,38,16,68,2,177,28,2,98,23,15,74,78,10,2,6,154,22,13,10,86,252,126,98,123,8,22,20,16,40,12,25,39,3134,962,176,5865,357,18,10,324,326,431,47,114,567,163,705,129,314,84,51,45,1966,28,580,179,685,137,455,268,961,0,22471,0,0,0,24150,0,0,24150,46621
36801,"Água, esgoto, reciclagem e gestão de resíduos",3141,0,0,0,0,4,12,4,6,2,8,32,0,2,2,0,10,10,0,24,2,34,26,6,4,12,18,117,54,6,0,4,2,2,10,2,2,0,2,54,10,191,9,0,0,36,12,53,2,2,2,3,24,22,19,3,2,2,207,0,598,49,8,96,100,3,65,0,1991,0,0,0,1150,0,0,1150,3141
41801,Edificações,20172,0,4,0,0,40,20,4,0,0,0,0,0,0,0,0,0,2,0,0,2,6,0,0,0,0,0,2,2,4,6,0,4,20,2,20,2,0,0,0,1807,98,0,0,0,26,22,0,2,20,0,76,32,30,6,14,0,16,128,0,310,94,34,158,0,0,24,0,3037,0,0,0,0,17135,0,17135,20172
41802,Obras de infraestrutura,7771,0,0,0,0,60,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,214,392,0,12,0,0,16,0,0,0,0,46,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,4,0,1192,0,0,0,0,6579,0,6579,7771
41803,Serviços especializados para construção,4969,0,4,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,797,2,0,0,0,24,2,12,0,0,134,0,46,36,6,22,0,0,26,0,62,8,0,64,0,4,0,0,1313,0,0,0,0,3656,0,3656,4969
45801,Comércio por atacado e varejo,2079,4,2,0,2,2,18,2,105,4,64,2,2,8,12,14,4,26,0,8,6,12,16,2,22,28,24,20,8,20,22,16,96,30,0,4,10,2,10,16,14,220,169,0,0,12,0,2,8,10,52,4,2,0,6,2,2,22,6,4,40,8,0,28,16,2,0,0,1272,0,0,0,807,0,0,807,2079
49001,Transporte terrestre de carga,7651,269,56,20,30,138,126,36,305,54,443,80,4,36,23,28,23,91,12,100,28,140,54,43,80,75,81,198,16,80,40,40,46,108,36,20,47,3,114,8,255,1861,1488,4,9,161,0,54,57,5,8,22,68,2,74,41,7,49,18,9,81,7,0,18,0,9,15,0,7453,0,0,0,198,0,0,198,7651
49002,Transporte terrestre de passageiros,8436,0,0,0,0,8,4,2,0,0,2,0,0,0,1,0,15,0,0,0,0,2,2,0,2,2,7,0,0,4,0,0,8,0,2,0,0,2,0,0,12,0,8,0,0,0,0,1,0,2,0,26,50,3,1,111,4,3,31,3,97,83,159,36,0,2,311,0,1006,0,0,0,7430,0,0,7430,8436
50001,Transporte aquaviário,1676,0,0,0,0,575,0,2,146,8,42,0,0,0,2,0,16,140,2,6,0,78,0,4,0,4,12,36,2,4,4,6,28,22,8,20,0,0,0,0,0,132,80,122,0,6,0,2,0,0,0,3,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,1557,0,0,0,119,0,0,119,1676
51001,Transporte aéreo,1182,0,0,0,0,44,0,0,6,0,4,2,0,0,0,0,0,2,0,2,0,4,6,0,2,0,4,2,0,0,2,2,4,8,2,2,0,0,14,0,45,84,3,2,0,31,2,2,1,3,4,18,95,3,29,12,17,2,11,1,30,9,65,13,0,3,295,0,892,0,0,0,290,0,0,290,1182
52801,Armazenamento e serviços auxiliares aos transportes,5543,52,2,8,2,182,118,28,168,92,210,132,2,8,0,4,10,64,10,46,50,54,24,24,36,10,14,156,8,54,38,54,18,216,28,30,14,14,6,0,20,713,481,134,267,198,0,2,0,2,8,0,12,0,4,4,12,2,6,2,100,6,0,10,0,0,66,0,4035,0,0,0,1508,0,0,1508,5543
52802,Correio e outros serviços de entrega,1548,0,0,0,0,2,0,0,6,4,8,2,0,4,8,6,2,10,4,2,2,2,24,0,6,4,8,2,0,6,12,4,2,10,8,10,10,2,40,0,26,300,10,0,0,108,4,12,4,4,34,10,321,14,34,10,4,12,38,2,126,12,28,20,18,4,30,0,1395,0,0,0,153,0,0,153,1548
55001,Serviços de alojamento em hotéis e similares,1717,0,0,0,0,14,4,2,14,2,16,2,2,2,2,2,0,6,0,2,0,6,8,2,12,6,6,10,2,8,8,8,16,6,4,6,6,4,12,0,68,166,14,0,4,10,0,2,4,8,6,24,60,4,18,16,8,8,8,2,236,28,18,38,0,8,341,0,1299,0,0,0,418,0,0,418,1717
56001,Serviços  de alimentação,22388,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,6,0,0,17,0,0,88,0,6,0,0,13,0,2,299,7,152,0,24,0,129,2,322,61,24,165,349,2,953,0,2633,0,0,0,19755,0,0,19755,22388
58001,"Livros, jornais e revistas",589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,2,0,0,0,4,0,50,2,10,4,74,0,0,0,18,74,48,0,4,0,4,0,308,0,0,0,281,0,0,281,589
59801,"Serviços cinematográficos, música, rádio e televisão",1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,203,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,4,0,0,1432,0,0,0,123,0,0,123,1555
61001,"Telecomunicações, TV por assinatura e outros serviços relacionados",37422,0,0,0,2,26,2,2,28,6,56,14,0,14,31,8,8,14,14,8,6,8,8,2,8,12,22,6,2,18,32,18,18,48,44,8,22,9,20,8,306,791,130,4,16,44,17,91,36,27,1016,355,2338,144,652,93,540,30,383,67,509,100,323,51,266,58,407,0,9346,0,0,0,28076,0,0,28076,37422
62801,Desenvolvimento de sistemas e outros serviços de informação,4444,0,0,0,0,4,10,2,24,0,40,4,2,2,2,0,0,8,0,2,0,18,12,0,20,8,6,8,2,4,10,16,8,40,4,4,8,4,54,10,24,402,38,0,40,46,4,2,32,38,146,420,593,18,116,2,148,18,38,6,404,64,20,100,0,6,46,0,3107,0,0,0,18,1319,0,1337,4444
64801,"Intermediação financeira, seguros e previdência complementar",66526,820,322,96,80,546,218,68,616,174,584,182,46,100,148,104,72,264,60,366,116,448,170,92,122,222,268,286,134,236,166,174,300,360,154,140,156,112,870,212,1462,3588,1250,76,126,472,82,458,68,134,636,398,6144,5044,668,238,150,194,792,190,2245,74,376,34,724,96,312,0,35635,0,0,0,30891,0,0,30891,66526
68001,Aluguel efetivo e serviços imobiliários,906,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,28,191,10,0,0,10,4,66,2,0,8,12,4,44,50,18,10,36,42,0,4,0,12,0,14,12,20,0,609,0,0,0,297,0,0,297,906
68002,Aluguel imputado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69801,"Serviços jurídicos, contabilidade e consultoria",9690,0,0,2,12,114,8,4,74,10,54,22,14,6,10,8,4,32,4,244,14,48,22,34,34,52,32,12,10,32,74,20,88,108,46,20,12,12,60,94,282,1939,130,4,30,100,10,44,20,112,178,260,1255,120,1633,274,28,34,168,60,260,8,104,24,98,70,216,0,8907,0,0,0,783,0,0,783,9690
71801,Pesquisa e desenvolvimento,48,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,2,0,0,2,0,4,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,48
71802,Serviços de arquitetura e engenharia,3150,38,2,0,4,134,20,10,76,18,70,14,8,4,12,8,2,34,2,12,18,46,40,28,64,56,40,28,18,30,48,26,106,112,40,18,18,14,240,32,240,108,24,2,0,290,0,0,0,0,0,24,54,2,0,224,0,4,0,0,287,94,8,106,0,0,0,0,2957,0,0,0,39,154,0,193,3150
73801,Publicidade e outros serviços técnicos,5964,0,26,6,2,32,0,0,134,8,202,305,16,4,24,52,2,32,4,12,6,4,30,76,120,28,20,12,2,30,88,44,30,256,10,20,26,6,216,10,118,1224,42,2,14,70,20,44,58,114,218,100,713,52,276,24,106,62,86,12,218,42,152,66,2,96,100,0,5926,0,0,0,38,0,0,38,5964
77001,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,2448,10,2,2,6,262,32,8,10,10,34,12,2,0,2,2,2,22,4,14,2,10,16,4,4,22,10,12,6,22,20,6,18,60,16,22,8,10,26,38,124,284,112,28,84,52,4,42,30,38,149,100,48,6,20,28,8,46,26,10,158,52,64,64,22,12,6,0,2385,0,0,0,63,0,0,63,2448
78801,Condomínios e serviços para edifícios,1736,0,0,0,0,16,6,2,12,8,14,6,2,2,0,2,2,18,0,6,14,6,20,4,14,18,6,6,4,6,4,8,14,30,4,4,6,2,18,6,44,238,28,0,14,54,6,24,2,22,48,48,72,28,46,6,6,6,84,2,206,166,62,86,62,18,48,0,1716,0,0,0,20,0,0,20,1736
78802,Outros serviços administrativos,7345,0,0,0,30,14,10,6,14,6,32,46,4,4,6,6,0,2,0,2,0,12,10,10,32,2,38,14,18,20,44,22,58,22,6,4,4,18,136,4,58,1259,46,6,28,64,36,40,12,10,697,200,1012,22,98,22,22,24,136,20,1168,426,84,516,50,28,162,0,6902,0,0,0,443,0,0,443,7345
80001,"Serviços de vigilância, segurança e investigação",1780,0,0,0,0,4,2,0,14,4,12,6,6,2,2,2,2,16,0,6,0,10,8,2,10,8,20,2,2,10,8,4,12,26,10,4,4,8,16,20,30,250,58,0,10,120,4,24,2,14,30,20,262,8,38,0,8,6,26,2,328,134,60,60,0,6,0,0,1762,0,0,0,18,0,0,18,1780
84001,Serviços coletivos da administração pública,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84002,Serviços de previdência e assistência social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85911,Educação pública,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85921,Educação privada,1998,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,2,0,0,0,0,2,0,0,10,16,2,0,4,0,0,0,0,2,0,32,0,51,2,10,2,22,2,8,10,0,10,0,0,6,0,203,0,0,0,1795,0,0,1795,1998
86911,Saúde pública,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86921,Saúde privada,6008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,434,0,0,0,436,0,1189,0,4383,0,0,5572,6008
90801,"Serviços de artes, cultura, esporte e recreação",6224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,0,0,0,0,2,0,0,0,8,0,0,0,0,14,14,0,87,0,0,0,6137,0,0,6137,6224
94801,"Organizações patronais, sindicais e outros serviços associativos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94802,"Manutenção de computadores, telefones e objetos domésticos",1159,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,14,4,2,0,0,0,0,0,40,0,8,164,20,0,0,8,2,6,2,8,216,66,90,6,24,2,4,4,56,0,38,4,28,18,38,2,8,0,890,0,0,0,269,0,0,269,1159
94803,Serviços pessoais,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,18,16,0,2,0,48,0,0,0,525,0,0,525,573
97001,Serviços domésticos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,684832,8751,5042,545,538,3518,1001,428,5699,1159,4158,2177,228,1121,1804,814,830,1846,395,30300,872,2609,1215,938,857,1593,2058,2298,1290,1876,971,1189,1792,3508,1304,999,1272,851,6452,1924,31494,26150,11049,710,3110,2652,778,9277,1099,1122,4544,2978,15758,6828,5563,1967,3291,1252,6824,695,9908,2365,2637,2877,7915,1025,6208,0,276298,99,1571,0,366937,39927,0,408534,684832
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Contas Nacionais.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
