Tabela 01 - Recursos de bens e serviços - 2015,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75
22002,Artigos de plástico,104756,12707,1434,8335,82280,0,0,0,0,0,0,0,27,0,25,0,0,308,8,55,95,499,69,0,0,555,70,92,39,68940,212,35,21,381,39,171,222,0,188,25,680,38,0,0,0,439,8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,73271,9009
23001,Cimento,21405,2384,524,1704,16793,0,0,0,111,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16383,410
23002,"Artefatos de cimento, gesso e semelhantes",33507,5089,398,3585,24435,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,13,0,0,27,23519,13,0,68,0,0,0,0,0,15,80,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24171,264
23003,"Vidros, cerâmicos e outros produtos de minerais não metálicos",75635,15564,1143,6715,52213,0,0,0,362,0,0,5,0,0,0,0,0,29,0,0,6,0,0,0,0,62,133,0,6,47,45318,0,0,103,0,42,81,37,157,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46560,5653
24911,Ferro gusa e ferroligas,13028,26,370,131,12501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,65,0,0,0,0,11533,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11675,826
24912,"Semi acabados, laminados planos, longos e tubos de aço",111188,7529,2550,5279,95830,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,17,0,0,0,0,0,0,0,0,24,21,81970,39,1746,6,148,390,9,187,30,8,54,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84667,11163
24921,Produtos da metalurgia de metais não ferrosos,75117,8810,900,2956,62451,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,21,0,0,0,368,40,0,0,150,15,239,47156,513,0,473,141,0,16,0,31,19,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49697,12754
24922,Peças fundidas de aço e de metais não ferrosos,6985,1592,126,246,5021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4481,44,0,0,69,6,30,10,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4725,296
25001,"Produtos de metal, exclusive máquinas e equipamentos",144907,22286,1803,12537,108281,0,0,0,0,0,0,0,0,0,0,169,0,59,0,24,39,14,0,0,0,0,26,273,0,474,98,3057,539,82490,170,727,2382,67,1396,635,708,282,0,0,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,18,0,0,76,0,0,0,0,0,0,0,94638,13643
26001,Componentes eletrônicos,23352,1818,284,1471,19779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,3806,120,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050,15729
26002,Máquinas para escritório e equipamentos de informática,60240,14757,781,7160,37542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22432,20,70,0,0,0,6,13,0,0,0,908,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23593,13949
26003,Material eletrônico e equipamentos de comunicações,106798,20116,1625,15578,69479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,150,0,0,0,68,42684,253,10,28,53,32,10,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43453,26026
26004,"Equipamentos de medida, teste e controle, ópticos e eletromédicos",34156,7100,407,3430,23219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,23,0,0,33,8418,308,290,0,157,0,157,95,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9914,13305
27001,"Máquinas, aparelhos e materiais elétricos",102052,11385,1128,10012,79527,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,8,0,0,0,153,26,185,311,566,1559,49691,1261,881,836,35,51,723,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56312,23215
27002,Eletrodomésticos,43974,14410,521,8079,20964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,44,0,0,89,371,15491,858,0,14,6,12,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17784,3180
28001,Tratores e outras máquinas agrícolas,30270,5150,347,1766,23007,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,82,32,11,105,175,25,18,20339,236,156,0,42,12,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21336,1671
28002,Máquinas para a extração mineral e a construção,27027,3085,329,906,22707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,48,60,244,6,29,16934,58,36,63,0,21,0,0,66,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17580,5127
28003,Outras máquinas e equipamentos mecânicos,172215,23824,2106,12928,133357,0,0,0,0,3,0,65,26,370,68,169,12,82,8,5,11,546,15,0,91,323,186,110,4,594,59,397,430,1206,2793,1887,69865,304,1139,437,366,481,2,0,0,845,0,0,0,0,0,0,0,0,0,13,0,0,0,91,0,0,0,0,201,0,0,0,0,0,0,0,83204,50153
29911,"Automóveis, camionetas e utilitários",201097,36788,2699,31917,129693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,105526,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106005,23688
29912,"Caminhões e ônibus, inclusive cabines, carrocerias e reboques",47604,8319,87,1885,37313,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,254,148,0,0,149,0,3,203,32985,304,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,34145,3168
29921,Peças e acessórios para veículos automotores,125285,20050,856,8529,95850,0,0,0,0,0,0,0,0,0,0,0,0,55,0,48,0,0,0,0,0,12,21,0,0,797,63,42,151,305,131,170,2037,1530,63028,198,21,19,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69285,26565
30001,"Aeronaves, embarcações e outros equipamentos de transporte",93823,8886,646,6229,78062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,210,272,14,182,140,905,301,48373,133,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51156,26906
31801,Móveis,80910,32300,734,8264,39612,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,98,0,0,0,0,3,0,0,0,221,11,0,0,238,23,90,146,0,12,51,35773,38,0,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37684,1928
31802,Produtos de industrias diversas,96790,37252,852,13706,44980,0,0,0,0,0,0,0,0,0,0,0,0,148,135,44,8,94,250,0,0,23,34,600,87,467,206,0,80,92,192,3,39,0,0,78,29676,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32555,12425
33001,"Manutenção, reparação e instalação de máquinas e equipamentos",92119,0,0,4244,87875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,6,371,12,385,279,49,1074,8,17,200,16,59640,0,0,0,6365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2718,0,0,4,0,0,0,0,0,0,0,71163,16712
35001,"Eletricidade, gás e outras utilidades",310391,1777,0,46631,261983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,257384,4599
36801,"Água, esgoto, reciclagem e gestão de resíduos",70640,3086,0,3141,64413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2183,0,0,0,0,0,0,0,64413,0
41801,Edificações,386639,0,0,20194,366445,441,801,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364429,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365889,556
41802,Obras de infraestrutura,143614,0,0,7771,135843,3,6,0,0,8395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135843,0
41803,Serviços especializados para construção,149977,0,0,5165,144812,1453,2765,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142851,1961
45801,Comércio por atacado e varejo,111168,-930417,0,2079,1039506,0,0,0,69,0,0,0,803,452,4250,1288,65,197,281,354,70,184,62,22,52,1128,193,250,164,379,215,124,79,429,520,333,1198,2742,206,258,472,242,0,0,0,1016576,64,0,28,-69,149,150,189,66,366,839,0,0,17,-229,59,175,72,104,283,9,94,0,0,81,900,0,1037004,2502
49001,Transporte terrestre de carga,161816,0,-73092,7651,227257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1195,225991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,227229,28
49002,Transporte terrestre de passageiros,104291,0,0,8933,95358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2519,0,0,0,0,0,0,0,92261,3097
50001,Transporte aquaviário,30351,0,-2300,3515,29136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,19583,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,23130,6006
51001,Transporte aéreo,47241,0,0,1822,45419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,36885,8534
52801,Armazenamento e serviços auxiliares aos transportes,105854,0,0,5670,100184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1815,1901,0,0,90232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817,0,0,0,0,0,0,0,97765,2419
52802,Correio e outros serviços de entrega,23550,0,0,1548,22002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21998,4
55001,Serviços de alojamento em hotéis e similares,46789,0,0,3228,43561,26,105,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23647,0,0,0,0,0,0,0,0,0,0,0,0,0,537,26,0,0,0,0,0,0,24353,19208
56001,Serviços  de alimentação,262954,0,0,24377,238577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3107,0,0,0,0,0,221798,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,0,225304,13273
58001,"Livros, jornais e revistas",33356,10358,67,782,22149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19749,0,0,0,0,0,0,0,0,0,0,0,261,1,0,0,0,0,0,0,20011,2138
59801,"Serviços cinematográficos, música, rádio e televisão",47516,0,0,1823,45693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43260,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,43318,2375
61001,"Telecomunicações, TV por assinatura e outros serviços relacionados",198094,0,0,37661,160433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,159262,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,159298,1135
62801,Desenvolvimento de sistemas e outros serviços de informação,143582,227,0,5844,137511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,123188,976,0,0,0,0,0,0,0,1450,1,0,0,0,0,109,0,126432,11079
64801,"Intermediação financeira, seguros e previdência complementar",660825,0,0,70115,590710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563605,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,564015,26695
68001,Aluguel efetivo e serviços imobiliários,202517,0,0,1132,201385,34,19,8,54,463,0,0,33,82,712,202,7,359,70,25,703,1592,988,246,81,2288,1095,30,448,1781,1044,1984,2298,1341,72,936,300,75,727,149,275,28,3587,572,1329,2409,1817,497,432,913,194,952,174,78,1150,305,8049,145530,179,958,251,1943,1153,35,1711,114,212,1,578,390,298,0,196360,5025
68002,Aluguel imputado,400237,0,0,0,400237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400237,0
69801,"Serviços jurídicos, contabilidade e consultoria",209994,0,0,10304,199690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,0,0,0,0,0,0,0,187672,0,0,0,0,0,6016,92,0,0,0,0,0,0,195003,4687
71801,Pesquisa e desenvolvimento,50723,0,0,48,50675,0,0,0,5,55,216,16,273,33,197,36,68,27,66,208,39,200,31,0,0,413,822,343,994,255,168,207,91,93,920,738,2042,1049,344,420,96,33,261,12,76,715,0,0,0,0,0,0,30,0,261,1077,81,0,0,4810,0,76,56,0,11032,18826,1029,1748,87,0,0,0,50675,0
71802,Serviços de arquitetura e engenharia,76768,0,0,3856,72912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65072,0,0,0,0,1540,90,0,1,0,0,0,0,66703,6209
73801,Publicidade e outros serviços técnicos,124852,0,0,6221,118631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,11700,0,0,34,0,0,6,0,0,0,0,0,0,0,94040,0,0,0,8150,25,0,1,0,2469,0,0,116610,2021
77001,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,132537,0,0,11078,121459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,3266,0,0,0,0,0,526,0,0,0,0,457,0,0,0,0,40614,0,0,0,0,0,0,0,0,0,0,45395,76064
78801,Condomínios e serviços para edifícios,93209,0,0,1966,91243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89302,0,0,0,0,0,0,0,0,0,89302,1941
78802,Outros serviços administrativos,132078,0,0,7872,124206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117847,0,475,271,0,3,0,0,0,0,118968,5238
80001,"Serviços de vigilância, segurança e investigação",41596,0,0,1780,39816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39816,0,0,0,0,0,0,0,0,39816,0
84001,Serviços coletivos da administração pública,659138,0,0,0,659138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659138,0,0,0,0,0,0,0,659138,0
84002,Serviços de previdência e assistência social,13234,0,0,0,13234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13234,0,0,0,0,0,0,0,13234,0
85911,Educação pública,288544,0,0,0,288544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288544,0,0,0,0,0,0,288544,0
85921,Educação privada,116232,0,0,2029,114203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3032,787,109452,0,0,0,0,0,113271,932
86911,Saúde pública,175278,0,0,0,175278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175278,0,0,0,0,175278,0
86921,Saúde privada,231625,0,0,6008,225617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,238,0,2123,222016,0,0,0,224955,662
90801,"Serviços de artes, cultura, esporte e recreação",45009,0,0,6392,38617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1443,0,0,0,0,0,0,0,654,2,0,0,0,31691,0,0,33796,4821
94801,"Organizações patronais, sindicais e outros serviços associativos",83334,0,0,0,83334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83334,0,83334,0
94802,"Manutenção de computadores, telefones e objetos domésticos",27588,0,0,1159,26429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,0,0,6970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,18763,0,26429,0
94803,Serviços pessoais,42939,0,0,573,42366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42186,0,42366,0
97001,Serviços domésticos,61996,0,0,0,61996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61996,61996,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,11909669,0,0,840186,11069483,309301,137018,32411,19733,171984,52753,16103,255198,48066,253228,76444,15084,46430,61302,40232,26588,80337,19473,373349,42841,145533,74484,40475,57972,101171,89569,101592,57162,91269,85209,71998,120638,146446,70497,51015,70398,62460,260753,62845,632308,1100763,332855,20080,37338,115144,23990,223426,20486,43404,161039,125537,574611,545929,187868,70844,94350,45657,208430,39955,719620,309034,110787,179155,222681,34631,145590,61996,10226869,842614
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Contas Nacionais.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(1) Importação de bens e serviços líquida de ajuste CIF/FOB.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
