Tabela 06 - Destino dos impostos sobre produtos importados - 2015,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78
22001,Artigos de borracha,1904,0,0,0,1,8,49,9,0,0,0,0,0,3,0,32,0,0,0,0,0,0,0,0,0,95,7,18,0,0,0,8,78,295,106,44,3,42,0,0,5,84,358,0,65,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,0,0,0,0,1347,0,0,0,557,0,0,557,1904
22002,Artigos de plástico,2250,8,4,0,1,3,0,0,31,0,97,33,0,1,1,10,0,16,25,0,0,8,8,18,6,560,62,10,0,19,32,58,38,88,72,6,60,26,3,8,408,165,2,0,1,0,0,12,0,0,0,0,2,1,11,0,0,0,30,0,3,8,0,21,32,0,4,0,2012,0,0,0,238,0,0,238,2250
23001,Cimento,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,76
23002,"Artefatos de cimento, gesso e semelhantes",82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,82
23003,"Vidros, cerâmicos e outros produtos de minerais não metálicos",1618,101,56,1,0,0,0,0,0,2,39,46,0,0,0,0,0,4,0,0,0,10,4,9,0,9,88,6,0,4,0,8,8,44,0,0,11,6,4,0,818,7,0,0,0,0,5,17,0,0,0,0,0,23,0,0,0,0,5,0,5,0,0,4,5,0,1,0,1350,0,0,0,268,0,0,268,1618
24911,Ferro gusa e ferroligas,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,96
24912,"Semi acabados, laminados planos, longos e tubos de aço",2182,0,15,0,2,33,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21,14,161,4,469,0,84,206,164,178,36,37,30,6,0,665,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,2182,0,0,0,0,0,0,0,2182
24921,Produtos da metalurgia de metais não ferrosos,1583,0,0,0,0,0,0,0,12,0,19,0,0,0,0,0,0,8,17,0,0,0,6,0,0,2,6,46,319,105,6,264,42,14,88,32,90,17,0,5,478,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1583,0,0,0,0,0,0,0,1583
24922,Peças fundidas de aço e de metais não ferrosos,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,11,0,0,5,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,31
25001,"Produtos de metal, exclusive máquinas e equipamentos",4365,23,35,2,0,45,17,13,32,2,17,28,0,3,3,0,51,4,0,4,0,6,4,6,0,4,9,26,16,303,20,52,154,98,46,80,70,144,154,12,1091,110,11,0,0,0,39,476,0,0,0,0,0,27,0,0,0,0,0,4,67,30,0,5,0,0,0,0,3343,0,0,0,710,312,0,1022,4365
26001,Componentes eletrônicos,1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,1022,50,6,2,22,0,3,53,25,0,0,4,0,0,0,27,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,3,0,0,0,2,32,0,1373,0,0,0,0,0,0,0,1373
26002,Máquinas para escritório e equipamentos de informática,3403,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,2,0,0,4,0,15,5,0,0,23,0,0,0,7,0,0,0,55,1,682,105,0,100,99,38,16,119,10,14,111,41,13,29,2,162,0,1967,0,0,0,890,546,0,1436,3403
26003,Material eletrônico e equipamentos de comunicações,6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,0,0,12,0,4,4,0,0,0,7,5,0,0,3,18,0,0,0,45,187,0,85,0,38,30,0,0,685,133,0,1,1,0,1,39,148,0,2719,0,0,0,2482,960,0,3442,6161
26004,"Equipamentos de medida, teste e controle, ópticos e eletromédicos",2543,0,0,0,0,53,0,0,4,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,172,1,54,16,0,4,4,34,1,0,170,15,0,0,0,7,0,0,0,10,0,7,0,0,0,363,2,0,0,0,5,5,0,18,18,0,9,0,990,0,0,0,581,972,0,1553,2543
27001,"Máquinas, aparelhos e materiais elétricos",6179,3,11,1,3,15,3,2,4,2,2,2,0,4,0,0,2,4,0,0,0,10,0,0,0,6,12,2,6,4,166,524,182,70,62,28,20,175,599,14,1281,232,195,3,0,11,6,3,1,7,71,3,12,54,180,11,11,8,76,0,1,4,0,0,0,14,105,0,4227,0,0,0,740,1212,0,1952,6179
27002,Eletrodomésticos,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,163,0,0,0,1780,24,0,1804,1967
28001,Tratores e outras máquinas agrícolas,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,42,137,0,179,331
28002,Máquinas para a extração mineral e a construção,557,0,0,0,3,48,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,378,0,378,557
28003,Outras máquinas e equipamentos mecânicos,8496,2,3,0,6,252,242,77,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,1,0,4,38,1735,116,4,83,0,900,0,7,560,69,0,12,0,19,0,0,0,0,6,0,0,0,0,0,0,0,108,0,2,0,0,6,0,0,0,0,4265,0,0,0,286,3945,0,4231,8496
29911,"Automóveis, camionetas e utilitários",11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,10119,1357,0,11476,11650
29912,"Caminhões e ônibus, inclusive cabines, carrocerias e reboques",537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,9,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,20,250,0,270,537
29921,Peças e acessórios para veículos automotores,4609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057,502,0,0,0,0,0,0,1060,933,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,0,0,0,22,0,10,0,0,0,0,4609,0,0,0,0,0,0,0,4609
30001,"Aeronaves, embarcações e outros equipamentos de transporte",1574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,10,0,0,0,13,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17,0,498,0,0,0,389,687,0,1076,1574
31801,Móveis,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,8,2,0,0,310,0,0,0,254,120,0,374,684
31802,Produtos de industrias diversas,5688,0,0,1,0,3,0,0,0,0,0,0,0,0,125,22,0,0,0,0,0,2,2,0,0,0,8,0,0,0,0,0,41,16,0,0,36,7,2,0,99,24,9,8,0,11,0,0,0,3,0,10,31,14,35,51,38,93,25,1,19,40,4,99,833,23,14,0,1749,0,0,0,3347,592,0,3939,5688
33001,"Manutenção, reparação e instalação de máquinas e equipamentos",21,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,21
35001,"Eletricidade, gás e outras utilidades",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10
36801,"Água, esgoto, reciclagem e gestão de resíduos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41801,Edificações,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22
41802,Obras de infraestrutura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41803,Serviços especializados para construção,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,196
45801,Comércio por atacado e varejo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49001,Transporte terrestre de carga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49002,Transporte terrestre de passageiros,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,6,0,0,2,0,13,6,8,3,0,0,16,0,58,0,0,0,439,0,0,439,497
50001,Transporte aquaviário,1839,0,0,0,0,687,0,2,172,10,52,0,0,2,2,0,19,168,2,8,2,92,0,6,0,6,16,42,2,4,6,6,34,28,8,22,0,0,0,0,0,151,95,146,0,8,0,2,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1839,0,0,0,0,0,0,0,1839
51001,Transporte aéreo,640,0,0,0,0,28,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,2,2,2,2,0,0,0,0,8,0,22,44,0,0,0,2,0,0,0,2,2,12,48,0,15,4,9,3,5,0,18,4,32,4,0,0,161,0,443,0,0,0,197,0,0,197,640
52801,Armazenamento e serviços auxiliares aos transportes,127,0,0,2,0,23,14,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,14,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,127
52802,Correio e outros serviços de entrega,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55001,Serviços de alojamento em hotéis e similares,1511,0,0,0,0,14,4,0,14,2,16,2,2,2,2,2,0,4,0,2,0,6,6,2,10,6,4,8,2,8,8,6,16,6,4,2,6,4,12,0,70,170,6,0,4,10,0,2,4,6,6,24,60,2,18,16,8,8,8,2,20,2,18,4,0,8,368,0,1026,0,0,0,485,0,0,485,1511
56001,Serviços  de alimentação,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,5,0,0,28,1,27,0,5,0,19,0,82,9,5,57,48,0,149,0,451,0,0,0,1538,0,0,1538,1989
58001,"Livros, jornais e revistas",193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,6,19,6,0,0,0,0,0,37,0,0,0,156,0,0,156,193
59801,"Serviços cinematográficos, música, rádio e televisão",268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,268,0,0,0,0,0,0,0,268
61001,"Telecomunicações, TV por assinatura e outros serviços relacionados",239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,0,1,0,0,0,1,1,54,5,31,3,10,1,2,1,5,0,0,2,4,1,3,2,5,0,144,0,0,0,95,0,0,95,239
62801,Desenvolvimento de sistemas e outros serviços de informação,1400,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,20,6,2,74,6,0,2,16,0,0,2,16,30,68,384,2,28,0,112,2,8,2,140,18,2,46,0,2,32,0,1030,0,0,0,10,360,0,370,1400
64801,"Intermediação financeira, seguros e previdência complementar",3589,86,34,6,4,58,20,2,38,14,30,18,0,6,16,6,4,20,4,32,6,26,4,4,6,18,18,16,6,22,0,12,22,26,16,2,10,8,76,26,172,906,112,4,6,52,10,58,4,14,52,54,232,238,88,28,20,22,78,26,371,2,58,0,88,6,20,0,3443,0,0,0,146,0,0,146,3589
68001,Aluguel efetivo e serviços imobiliários,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,76,4,0,0,2,2,24,0,0,4,4,0,16,18,6,4,14,16,0,2,0,4,0,6,4,8,0,226,0,0,0,0,0,0,0,226
68002,Aluguel imputado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69801,"Serviços jurídicos, contabilidade e consultoria",614,0,0,0,0,6,0,0,2,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,2,2,2,0,0,0,6,0,4,8,4,0,0,0,4,8,18,126,10,0,2,6,0,2,0,4,12,20,126,8,138,18,2,0,6,2,18,0,6,0,2,6,14,0,614,0,0,0,0,0,0,0,614
71801,Pesquisa e desenvolvimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71802,Serviços de arquitetura e engenharia,706,10,0,0,0,32,4,2,18,4,14,4,2,2,2,2,0,8,0,2,4,10,10,6,14,14,8,6,4,8,12,6,26,26,10,4,6,4,56,6,56,26,6,0,0,116,0,0,0,0,0,6,12,0,0,52,0,2,0,0,34,22,2,26,0,0,0,0,706,0,0,0,0,0,0,0,706
73801,Publicidade e outros serviços técnicos,257,0,0,0,0,2,0,0,6,0,8,31,0,0,2,2,0,2,0,0,0,0,0,4,6,0,0,0,0,2,4,2,0,14,0,0,0,0,6,0,4,54,0,0,0,0,0,2,2,6,12,4,30,2,10,0,4,2,4,0,10,0,8,4,0,4,4,0,257,0,0,0,0,0,0,0,257
77001,Aluguéis não imobiliários e gestão de ativos de propriedade intelectual,8630,60,4,6,18,835,112,26,52,32,146,38,10,6,20,14,12,82,14,56,8,68,84,12,32,122,42,58,26,82,138,38,106,390,96,148,32,36,88,104,420,1240,334,70,190,144,14,238,188,224,482,476,166,20,70,98,28,154,82,18,90,50,274,66,64,52,28,0,8533,0,0,0,97,0,0,97,8630
78801,Condomínios e serviços para edifícios,230,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,0,2,0,2,2,0,4,0,2,2,0,2,0,0,0,0,0,6,0,0,0,0,2,2,8,26,4,0,2,6,0,2,0,2,8,8,6,4,4,0,0,0,12,0,22,42,10,12,10,2,6,0,230,0,0,0,0,0,0,0,230
78802,Outros serviços administrativos,527,0,0,0,0,0,2,2,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,8,2,0,0,0,0,2,0,0,28,0,0,2,0,2,0,0,0,161,18,76,0,12,0,0,0,0,0,26,18,10,22,12,0,18,0,437,0,0,0,90,0,0,90,527
80001,"Serviços de vigilância, segurança e investigação",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84001,Serviços coletivos da administração pública,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84002,Serviços de previdência e assistência social,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85911,Educação pública,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85921,Educação privada,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,28,0,0,28,31
86911,Saúde pública,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86921,Saúde privada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90801,"Serviços de artes, cultura, esporte e recreação",168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,168,168
94801,"Organizações patronais, sindicais e outros serviços associativos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94802,"Manutenção de computadores, telefones e objetos domésticos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94803,Serviços pessoais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97001,Serviços domésticos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,155354,2849,791,91,218,2771,547,218,694,87,1478,354,28,1069,1482,561,208,1018,154,5625,45,2937,1782,691,724,2450,692,664,667,1199,3193,1506,2942,3886,1419,911,978,1632,1257,251,7347,5494,2402,312,2054,484,110,2470,281,537,1225,1523,1545,443,899,821,392,436,1663,206,1132,540,546,772,2359,188,1715,0,87965,0,312,0,55224,11853,0,67389,155354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fonte: IBGE, Diretoria de Pesquisas, Coordenação de Contas Nacionais.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
